budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
7500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://500days.com,19913,"[{""id"": 248, ""name"": ""date""}, {""id"": 572, ""name"": ""sex""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2301, ""name"": ""architect""}, {""id"": 2861, ""name"": ""gallery""}, {""id"": 4434, ""name"": ""interview""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10855, ""name"": ""fate""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 13088, ""name"": ""summer""}, {""id"": 180509, ""name"": ""ikea""}, {""id"": 201689, ""name"": ""year""}, {""id"": 201696, ""name"": ""heartache""}]",en,(500) Days of Summer,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",45.610993,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Watermark"", ""id"": 4364}, {""name"": ""Dune Entertainment III"", ""id"": 6332}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-17,60722734,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]",Released,It was almost like falling in love.,(500) Days of Summer,7.2,2904
6400000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.mgm.com/#/our-titles/1970/The-Terminator/,218,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 1373, ""name"": ""killer robot""}, {""id"": 1381, ""name"": ""sun glasses""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18069, ""name"": ""laser gun""}, {""id"": 33556, ""name"": ""urban setting""}, {""id"": 162484, ""name"": ""future war""}]",en,The Terminator,"In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",74.234793,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Pacific Western"", ""id"": 1280}, {""name"": ""Hemdale Film"", ""id"": 3952}, {""name"": ""Cinema 84"", ""id"": 4764}, {""name"": ""Euro Film Funding"", ""id"": 7745}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-10-26,78371200,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Your future is in his hands.,The Terminator,7.3,4128
6000000,"[{""id"": 10749, ""name"": ""Romance""}]",,621,"[{""id"": 391, ""name"": ""flying car""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 795, ""name"": ""running""}, {""id"": 3687, ""name"": ""graduation""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 18453, ""name"": ""gossip""}, {""id"": 34130, ""name"": ""makeover""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 159953, ""name"": ""automobile racing""}, {""id"": 164246, ""name"": ""nostalgic""}, {""id"": 165132, ""name"": ""greaser""}, {""id"": 165136, ""name"": ""wolf whistle""}, {""id"": 165137, ""name"": ""school dance""}, {""id"": 165139, ""name"": ""animated credits""}, {""id"": 165143, ""name"": ""pep rally""}, {""id"": 165147, ""name"": ""wrong side of the tracks""}, {""id"": 165148, ""name"": ""mooning""}, {""id"": 165154, ""name"": ""school principal""}]",en,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?",67.608041,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Robert Stigwood Organization (RSO)"", ""id"": 3978}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1978-07-07,181813770,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Grease is the word,Grease,7.2,1581
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",,792,"[{""id"": 1505, ""name"": ""famous score""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 1960, ""name"": ""mine""}, {""id"": 2957, ""name"": ""vietnam war""}, {""id"": 5331, ""name"": ""village""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 11314, ""name"": ""f word""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 18543, ""name"": ""combat""}, {""id"": 208992, ""name"": ""1960s""}]",en,Platoon,"As a young and naive recruit in Vietnam, Chris Taylor faces a moral crisis when confronted with the horrors of war and the duality of man.",49.802914,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Hemdale Film Corporation"", ""id"": 469}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-12-18,138530565,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""vi"", ""name"": ""Ti\u1ebfng Vi\u1ec7t""}]",Released,The first casualty of war is innocence.,Platoon,7.5,1205
6000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",,433,"[{""id"": 212, ""name"": ""london england""}, {""id"": 246, ""name"": ""dancing""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1505, ""name"": ""famous score""}, {""id"": 2246, ""name"": ""confidence""}, {""id"": 2341, ""name"": ""nanny""}, {""id"": 2342, ""name"": ""laughing""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2344, ""name"": ""chimney sweeper""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 209220, ""name"": ""live action and animation""}]",en,Mary Poppins,"The movie combines a diverting story, songs, color and sequences of live action blended with the movements of animated figures. Mary Poppins is a kind of Super-nanny who flies in with her umbrella in response to the request of the Banks children and proceeds to put things right with the aid of her rather extraordinary magical powers before flying off again.",59.961523,"[{""name"": ""Walt Disney Productions"", ""id"": 3166}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1964-08-27,102272727,139.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's supercalifragilisticexpialidocious!,Mary Poppins,7.4,1183
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/#/our-titles/2083/The-Usual-Suspects,629,"[{""id"": 3703, ""name"": ""law""}, {""id"": 5493, ""name"": ""relatives""}, {""id"": 14604, ""name"": ""theft""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 18023, ""name"": ""criminal mastermind""}, {""id"": 18024, ""name"": ""hungarian""}, {""id"": 18027, ""name"": ""sibling""}]",en,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",64.025031,"[{""name"": ""Blue Parrot Productions"", ""id"": 361}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-07-19,23341568,106.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,Five Criminals. One Line Up. No Coincidence.,The Usual Suspects,8.1,3254
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.thewrestlermovie.com/,12163,"[{""id"": 1545, ""name"": ""supermarket""}, {""id"": 1786, ""name"": ""heart attack""}, {""id"": 3734, ""name"": ""ambition""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5970, ""name"": ""wrestling""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 6593, ""name"": ""stripper""}, {""id"": 10155, ""name"": ""steroids""}, {""id"": 10232, ""name"": ""fame""}, {""id"": 11246, ""name"": ""barbed wire""}, {""id"": 11431, ""name"": ""wrestler""}, {""id"": 11436, ""name"": ""redemption""}]",en,The Wrestler,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",40.196514,"[{""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Protozoa Pictures"", ""id"": 7503}, {""name"": ""Top Rope"", ""id"": 7504}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-09-07,44703995,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love. Pain. Glory.,The Wrestler,7.3,1000
5000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,152532,"[{""id"": 515, ""name"": ""women""}, {""id"": 740, ""name"": ""aids""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9766, ""name"": ""hiv""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 208289, ""name"": ""1980s""}]",en,Dallas Buyers Club,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.",59.454473,"[{""name"": ""Universal Studios"", ""id"": 13}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Voltage Pictures"", ""id"": 10255}, {""name"": ""Truth Entertainment"", ""id"": 19631}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-09-07,55198285,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,Sometimes it takes a hustler to change the world,Dallas Buyers Club,7.9,2886
9000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.otnemem.com/,77,"[{""id"": 30, ""name"": ""individual""}, {""id"": 328, ""name"": ""insulin""}, {""id"": 331, ""name"": ""tattoo""}, {""id"": 828, ""name"": ""waitress""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3973, ""name"": ""insurance salesman""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 11469, ""name"": ""memory loss""}, {""id"": 33874, ""name"": ""polaroid""}, {""id"": 187844, ""name"": ""flashback""}, {""id"": 207268, ""name"": ""neo-noir""}]",en,Memento,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife in this gritty, complex thriller that packs more knots than a hangman's noose. To carry out his plan, Shelby snaps Polaroids of people and places, jotting down contextual notes on the backs of photos to aid in his search and jog his memory. He even tattoos his own body in a desperate bid to remember.",60.715151,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""I Remember Productions"", ""id"": 34446}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-11,39723096,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some memories are best forgotten.,Memento,8.1,4028
5000000,"[{""id"": 18, ""name"": ""Drama""}]",,284293,"[{""id"": 456, ""name"": ""mother""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 40895, ""name"": ""illness""}]",en,Still Alice,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.",35.307577,"[{""name"": ""Killer Films"", ""id"": 1422}, {""name"": ""Big Indie Pictures"", ""id"": 6831}, {""name"": ""Backup Media"", ""id"": 26590}, {""name"": ""BSM Studio"", ""id"": 28361}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-05,43884652,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Still Alice,7.5,1104
4000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",,747,"[{""id"": 639, ""name"": ""record collection""}, {""id"": 2382, ""name"": ""flower""}, {""id"": 2836, ""name"": ""cheese""}, {""id"": 5319, ""name"": ""pub""}, {""id"": 6581, ""name"": ""surrey""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 12377, ""name"": ""zombie""}, {""id"": 14744, ""name"": ""english""}, {""id"": 18298, ""name"": ""tv show in film""}, {""id"": 33615, ""name"": ""cricket bat""}, {""id"": 33616, ""name"": ""broken bottle""}, {""id"": 50009, ""name"": ""survival horror""}, {""id"": 155479, ""name"": ""british pub""}, {""id"": 191076, ""name"": ""english pub""}, {""id"": 233944, ""name"": ""you've got red on you""}]",en,Shaun of the Dead,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",49.12486,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Big Talk Productions"", ""id"": 443}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""WT2 Productions"", ""id"": 10462}, {""name"": ""De Wolfe Music"", ""id"": 53047}, {""name"": ""Inside Track 2"", ""id"": 53048}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",2004-04-09,30039392,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A romantic comedy. With zombies.,Shaun of the Dead,7.5,2420
5000000,"[{""id"": 37, ""name"": ""Western""}]",,335,"[{""id"": 797, ""name"": ""showdown""}, {""id"": 800, ""name"": ""bounty""}, {""id"": 801, ""name"": ""bounty hunter""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 1647, ""name"": ""sadness""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2089, ""name"": ""harmonica""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 2096, ""name"": ""auction""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 156212, ""name"": ""spaghetti western""}]",it,C'era una volta il West,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,49.333137,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Rafran Cinematografica"", ""id"": 218}, {""name"": ""Finanzia San Marco"", ""id"": 11386}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1968-12-21,5321508,175.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There were three men in her life. One to take her... one to love her... and one to kill her.,Once Upon a Time in the West,8.1,1128
5000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",http://www.sonyclassics.com/moon/,17431,"[{""id"": 305, ""name"": ""moon""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 402, ""name"": ""clone""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9882, ""name"": ""space""}, {""id"": 11628, ""name"": ""cloning""}, {""id"": 12185, ""name"": ""moon base""}]",en,Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",46.114184,"[{""name"": ""Liberty Films UK"", ""id"": 3316}, {""name"": ""Lunar Industries"", ""id"": 3317}, {""name"": ""Xingu Films"", ""id"": 3318}, {""name"": ""Limelight Fund"", ""id"": 12018}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2009-06-12,9760104,97.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The last place you'd ever expect to find yourself.,Moon,7.6,1794
5000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",,4553,"[{""id"": 1382, ""name"": ""factory""}, {""id"": 4142, ""name"": ""insomnia""}, {""id"": 173957, ""name"": ""post it""}, {""id"": 173959, ""name"": ""machinist""}, {""id"": 173960, ""name"": ""cleaning bathroom tile""}, {""id"": 173966, ""name"": ""osha""}, {""id"": 173971, ""name"": ""taunting""}, {""id"": 173974, ""name"": ""manhole""}, {""id"": 173976, ""name"": ""one armed man""}, {""id"": 173977, ""name"": ""torment""}, {""id"": 173978, ""name"": ""department of motor vehicles""}, {""id"": 173983, ""name"": ""mother's day""}, {""id"": 173986, ""name"": ""losing weight""}, {""id"": 173989, ""name"": ""old photograph""}, {""id"": 173990, ""name"": ""dostoevsky""}]",en,The Machinist,"The Machinist is the story of Trevor Reznik, a lathe-operator who is dying of insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia...",35.252056,"[{""name"": ""Filmax Entertainment"", ""id"": 7302}, {""name"": ""Castelao Producciones"", ""id"": 7956}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""ICF"", ""id"": 52107}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2004-02-09,8203235,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A little guilt goes a long way...,The Machinist,7.3,1247
4500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",http://www.requiemforadream.com/,641,"[{""id"": 1803, ""name"": ""drug addiction""}, {""id"": 2375, ""name"": ""junkie""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 3428, ""name"": ""speed""}, {""id"": 3429, ""name"": ""diet""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 33625, ""name"": ""illegal prostitution""}]",en,Requiem for a Dream,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,11.573034,"[{""name"": ""Artisan Entertainment"", ""id"": 2188}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-27,7390108,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Requiem for a Dream,7.9,2443
6000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",,141,"[{""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 5674, ""name"": ""school presentation""}, {""id"": 7358, ""name"": ""school performance""}, {""id"": 10532, ""name"": ""suburbia""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 11011, ""name"": ""morality""}, {""id"": 13130, ""name"": ""teenager""}]",en,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",61.210016,"[{""name"": ""Pandora Cinema"", ""id"": 185}, {""name"": ""Flower Films"", ""id"": 2214}, {""name"": ""Adam Fields Productions"", ""id"": 3334}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-01-18,1270522,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You can never go too far,Donnie Darko,7.7,3452
3000000,"[{""id"": 18, ""name"": ""Drama""}]",,510,"[{""id"": 30, ""name"": ""individual""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 1824, ""name"": ""self-destruction""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 2574, ""name"": ""lunatic asylum""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 3927, ""name"": ""rage and hate""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 6255, ""name"": ""insanity""}, {""id"": 6334, ""name"": ""basic rights and human rights""}, {""id"": 15106, ""name"": ""psychiatrist""}]",en,One Flew Over the Cuckoo's Nest,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",127.525581,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Fantasy Films"", ""id"": 286}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1975-11-18,108981275,133.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"If he's crazy, what does that make you?",One Flew Over the Cuckoo's Nest,8.2,2919
4000000,"[{""id"": 18, ""name"": ""Drama""}]",,153,"[{""id"": 213, ""name"": ""upper class""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 965, ""name"": ""age difference""}, {""id"": 1004, ""name"": ""commercial""}, {""id"": 1005, ""name"": ""karaoke""}, {""id"": 1007, ""name"": ""homesickness""}, {""id"": 1463, ""name"": ""culture clash""}, {""id"": 1895, ""name"": ""jet lag""}, {""id"": 3490, ""name"": ""pop star""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}]",en,Lost in Translation,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",45.66662,"[{""name"": ""American Zoetrope"", ""id"": 70}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-08-31,119723856,102.0,"[{""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Everyone wants to be found.,Lost in Translation,7.3,1895
4000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,703,"[{""id"": 2398, ""name"": ""narration""}, {""id"": 2835, ""name"": ""neurosis""}, {""id"": 3485, ""name"": ""comedian""}, {""id"": 3489, ""name"": ""job interview""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10229, ""name"": ""singer""}, {""id"": 11508, ""name"": ""jewish""}, {""id"": 11687, ""name"": ""breaking the fourth wall""}, {""id"": 160442, ""name"": ""talking to the audience""}, {""id"": 162463, ""name"": ""volkswagen beetle""}]",en,Annie Hall,"In the city of New York, comedian Alvy Singer falls in love with the ditsy Annie Hall.",35.892034,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1977-04-19,38251425,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,A nervous romance.,Annie Hall,7.8,1010
4000000,"[{""id"": 18, ""name"": ""Drama""}]",,85350,"[{""id"": 1850, ""name"": ""daily life""}, {""id"": 2783, ""name"": ""family's daily life""}, {""id"": 5768, ""name"": ""urban life""}, {""id"": 9825, ""name"": ""growing up""}, {""id"": 10303, ""name"": ""domestic abuse""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 15025, ""name"": ""parenting""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 18035, ""name"": ""family""}, {""id"": 184439, ""name"": ""divorced parents""}, {""id"": 212643, ""name"": ""abusive husband""}]",en,Boyhood,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",43.40352,"[{""name"": ""IFC Films"", ""id"": 307}, {""name"": ""Detour Filmproduction"", ""id"": 11510}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-05,44349000,164.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,12 years in the making.,Boyhood,7.5,1971
3500000,"[{""id"": 35, ""name"": ""Comedy""}]",,813,"[{""id"": 520, ""name"": ""chicago""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 843, ""name"": ""cataclysm""}, {""id"": 953, ""name"": ""guitar""}, {""id"": 1279, ""name"": ""medicine""}, {""id"": 1749, ""name"": ""taxi driver""}, {""id"": 1757, ""name"": ""passenger""}, {""id"": 2007, ""name"": ""saxophone""}, {""id"": 2080, ""name"": ""stewardess""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4544, ""name"": ""fear of flying""}, {""id"": 4545, ""name"": ""air controller""}, {""id"": 4547, ""name"": ""landing""}, {""id"": 4548, ""name"": ""autopilot""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 15237, ""name"": ""alcohol abuse""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 236316, ""name"": ""anarchic comedy""}]",en,Airplane!,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",46.116885,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1980-07-02,83453539,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"What's slower than a speeding bullet, and able to hit tall buildings at a single bound?",Airplane!,7.1,1074
